Sexo,Idade,Escolaridade,Bairro de Origem,Distrito,Referência,Local de Atendimento,Programa Vinculado,Tipo de Atendimento
Masculino,65,Fundamental Incompleto,Vargem Grande,3º,CRAS Bonsucesso,CRAS Bonsucesso,Público Geral,Cadastro Único
Feminino,42,Fundamental Incompleto,Bonsucesso,3º,CRAS Bonsucesso,CRAS Bonsucesso,Público Geral,Cadastro Único
Feminino,52,Fundamental Incompleto,Vieira,3º,CRAS Bonsucesso,CRAS Bonsucesso,PAIF,Cadastro Único
Feminino,66,Fundamental Incompleto,Santa Rosa ,3º,CRAS Bonsucesso,CRAS Bonsucesso,Público Geral,Cadastro Único
Feminino,37,Fundamental Incompleto,Vieira ,3º,CRAS Bonsucesso,CRAS Bonsucesso,Público Geral,Cadastro Único
Feminino,43,Médio Completo,Bonsucesso,3º,CRAS Bonsucesso,CRAS Bonsucesso,Público Geral,Assistente Social
Feminino,30,Médio Completo,Vieira,3º,CRAS Bonsucesso,CRAS Bonsucesso,Público Geral,Cadastro Único
Masculino,59,Fundamental Incompleto,Mottas,3º,CRAS Bonsucesso,CRAS Bonsucesso,PAIF,Assistente Social
Feminino,34,Médio Completo,Vargem Grande,3º,CRAS Bonsucesso,CRAS Bonsucesso,Público Geral,Cadastro Único
Feminino,33,Médio Incompleto,Vargem Grande,3º,CRAS Bonsucesso,CRAS Bonsucesso,Público Geral,Cadastro Único
Masculino,59,Não Escolarizado,Venda Nova,3º,CRAS Bonsucesso,CRAS Bonsucesso,PAIF,Cadastro Único
Masculino,64,Fundamental Incompleto,Bonsucesso,3º,CRAS Bonsucesso,CRAS Bonsucesso,Público Geral,Cadastro Único
Masculino,72,Não Escolarizado,Campanha ,3º,CRAS Bonsucesso,CRAS Bonsucesso,Público Geral,Cadastro Único
Feminino,32,Médio Completo,Vargem Grande,3º,CRAS Bonsucesso,CRAS Bonsucesso,Público Geral,Cadastro Único
Feminino,27,Médio Completo,Mottas,3º,CRAS Bonsucesso,CRAS Bonsucesso,Público Geral,Cadastro Único
Feminino,38,Fundamental Incompleto,Vargem Grande,3º,CRAS Bonsucesso,CRAS Bonsucesso,Público Geral,Cadastro Único
Feminino,24,Médio Incompleto,Vargem Grande,3º,CRAS Bonsucesso,CRAS Bonsucesso,Público Geral,Cadastro Único
Feminino,39,Médio Completo,Bonsucesso,3º,CRAS Bonsucesso,CRAS Bonsucesso,Público Geral,Cadastro Único
Feminino,45,Fundamental Completo,Vale Alpino,3º,CRAS Bonsucesso,CRAS Bonsucesso,Público Geral,Cadastro Único
Feminino,34,Médio Completo,Bonsucesso,3º,CRAS Bonsucesso,CRAS Bonsucesso,Público Geral,Cadastro Único
Feminino,30,Médio Completo,Vargem Grande,3º,CRAS Bonsucesso,CRAS Bonsucesso,PAIF,Assistente Social
Feminino,30,Médio Completo,Vargem Grande,3º,CRAS Bonsucesso,CRAS Bonsucesso,PAIF,Cadastro Único
Feminino,18,Médio Completo,Venda Nova,3º,CRAS Bonsucesso,CRAS Bonsucesso,Público Geral,Assistente Social
Feminino,45,Fundamental Incompleto,Santa Rosa ,3º,CRAS Bonsucesso,CRAS Bonsucesso,Público Geral,Cadastro Único
Feminino,42,Fundamental Incompleto,Santa Rosa ,3º,CRAS Bonsucesso,CRAS Bonsucesso,PAIF,Cadastro Único
Feminino,51,Fundamental Incompleto,Vargem Grande,3º,CRAS Bonsucesso,CRAS Bonsucesso,Público Geral,Assistente Social
